rank,year,title,domestic_gross
573,1985,Rambo: First Blood Part II,"$150,415,432"
574,1985,Rocky IV,"$127,873,716"
575,1978,Superman,"$134,218,018"
576,2004,Van Helsing,"$120,150,546"
577,2008,Horton Hears a Who,"$154,529,439"
578,2010,Shutter Island,"$128,012,934"
579,2023,Migration,"$127,630,880"
580,1997,My Best Friend's Wedding,"$126,813,153"
581,1999,Stuart Little,"$140,015,224"
582,2018,Ocean’s 8,"$140,218,711"
583,2023,Five Nights at Freddy’s,"$137,275,620"
584,1989,Look Who's Talking,"$140,088,813"
585,2000,X-Men,"$157,299,717"
586,2021,A Quiet Place: Part II,"$160,215,764"
587,2002,Austin Powers in Goldmember,"$213,117,789"
588,2016,Miss Peregrine’s Home for Peculiar Ch…,"$87,242,834"
589,2010,Resident Evil: Afterlife,"$60,128,566"
590,1984,Ghostbusters,"$242,604,185"
591,2015,The Divergent Series: Insurgent,"$130,179,072"
592,2010,Sex and the City 2,"$95,347,692"
593,1998,Doctor Dolittle,"$144,156,605"
594,2023,The Boy and the Heron (君たちはどう生きるか)…,"$46,832,867"
595,2009,G-Force,"$119,436,770"
596,2018,Pacific Rim: Uprising,"$59,874,525"
597,1999,The Green Mile,"$136,801,374"
598,2010,Salt,"$118,311,368"
599,2006,The Departed,"$132,384,315"
600,2011,Bridesmaids,"$169,211,718"
601,2007,Fantastic Four: Rise of the Silver Su…,"$131,921,738"
602,1988,Coming to America,"$128,152,301"
603,2000,What Lies Beneath,"$155,464,351"
604,2013,Oblivion,"$89,107,235"
605,2007,Bee Movie,"$126,631,277"
606,2015,Pitch Perfect 2,"$184,296,230"
607,2013,Turbo,"$83,028,130"
608,2001,American Pie 2,"$145,096,820"
609,1965,The Sound of Music,"$163,214,286"
610,2013,Elysium,"$93,050,117"
611,1998,Lethal Weapon 4,"$130,444,603"
612,2005,Wedding Crashers,"$209,218,368"
613,1994,Speed,"$121,248,145"
614,1995,Casper,"$100,836,847"
615,2012,John Carter,"$73,058,679"
616,1977,Saturday Night Fever,"$139,486,124"
617,2012,The Bourne Legacy,"$113,203,870"
618,2022,Elvis,"$151,416,153"
619,1998,Shakespeare in Love,"$100,317,794"
620,2022,The First Slam Dunk,"$1,291,869"
621,2017,Split,"$138,141,585"
622,2010,The Tourist,"$67,631,157"
623,2000,Scary Movie,"$157,019,771"
624,2016,Alice Through the Looking Glass,"$77,042,381"
625,1987,Beverly Hills Cop II,"$153,665,036"
626,2002,Scooby-Doo,"$153,294,164"
627,2014,Divergent,"$150,947,895"
628,2024,Boonie Bears: Time Twist (熊出没·逆转时空)…,
629,1991,The Silence of the Lambs,"$130,726,716"
630,2008,Gran Torino,"$148,095,302"
631,2023,Creed III,"$156,248,615"
632,2008,High School Musical 3: Senior Year,"$90,559,416"
633,2013,Cloudy with a Chance of Meatballs 2,"$119,793,567"
634,1996,The Nutty Professor,"$128,814,019"
635,1996,Jerry Maguire,"$153,952,592"
636,2018,Tomb Raider,"$58,250,803"
637,2012,Lincoln,"$182,207,973"
638,2001,Lara Croft: Tomb Raider,"$131,144,183"
639,2003,Bad Boys II,"$138,540,870"
640,2001,Bridget Jones's Diary,"$71,500,556"
641,2010,Grown Ups,"$162,001,186"
642,2009,The Princess and the Frog,"$104,400,899"
643,2014,Neighbors,"$150,086,800"
644,1993,The Firm,"$158,340,892"
645,1972,The Godfather,"$136,479,994"
646,1982,Rocky III,"$125,049,125"
647,2014,Mr. Peabody & Sherman,"$111,506,430"
648,2008,"10,000 B.C.","$94,784,201"
649,2014,Exodus: Gods and Kings,"$65,014,513"
650,2010,The Expendables,"$103,068,524"
651,2023,The Nun II,"$86,270,590"
652,1942,Bambi,"$102,797,000"
653,2007,American Gangster,"$130,164,645"
654,2013,We’re the Millers,"$150,394,119"
655,2002,xXx,"$141,930,000"
656,1992,Batman Returns,"$162,833,635"
657,2003,Something's Gotta Give,"$124,685,242"
658,1993,Indecent Proposal,"$106,614,059"
659,2023,The Flash,"$108,167,507"
660,2018,Maze Runner: The Death Cure,"$58,032,443"
661,2008,The Incredible Hulk,"$134,806,913"
662,1995,Waterworld,"$88,246,220"
663,1998,The Truman Show,"$125,618,201"
664,2004,Bridget Jones: The Edge Of Reason,"$40,203,020"
665,1997,The Fifth Element,"$63,570,862"
666,2011,Real Steel,"$85,463,309"
667,1950,Cinderella,"$85,000,000"
668,2017,Baahubali 2: The Conclusion,"$18,985,794"
669,2013,Epic,"$107,518,682"
670,1995,Jumanji,"$100,458,310"
671,2006,Borat,"$128,505,958"
672,2023,TAYLOR SWIFT | THE ERAS TOUR,"$180,760,722"
673,1990,Total Recall,"$119,394,839"
674,1997,The Full Monty,"$45,950,122"
675,2009,Michael Jackson's This Is It,"$72,091,016"
676,2024,A Quiet Place: Day One,"$138,930,553"
677,2005,Robots,"$128,200,012"
678,2013,The Lone Ranger,"$89,302,115"
679,2000,Charlie's Angels,"$125,305,545"
680,2015,The Ghouls,"$1,243,810"
681,2010,Knight and Day,"$76,423,035"
682,1985,Out of Africa,"$79,096,868"
683,2017,Blade Runner 2049,"$92,054,159"
684,2011,Super 8,"$127,004,179"
685,2013,American Hustle,"$150,098,456"
686,2000,Erin Brockovich,"$125,548,685"
687,2004,The Village,"$114,197,520"
688,2014,Annabelle,"$84,273,813"
689,2007,Rush Hour 3,"$140,125,968"
690,1997,Bean,"$45,334,169"
691,2017,Gong fu yu jia,"$362,657"
692,2019,Fei Chi Ren Sheng,
693,2014,The Taking of Tiger Mountain,"$222,964"
694,2019,Us,"$175,084,580"
695,2018,Halloween,"$159,366,015"
696,1993,Cliffhanger,"$84,049,211"
697,2024,The Garfield Movie,"$91,956,547"
698,2019,Men in Black: International,"$80,001,807"
699,2007,Wild Hogs,"$168,213,584"
700,2019,Parasite (기생충),"$53,369,745"
701,2023,Cháng Ān Sān Wàn Lǐ (长安三万里)…,
702,2017,Get Out,"$175,837,935"
703,2010,True Grit,"$171,243,005"
704,2020,Dolittle,"$77,047,065"
705,2013,After Earth,"$60,522,097"
706,2022,The Bad Guys,"$97,459,240"
707,1998,You’ve Got Mail,"$115,821,495"
708,2023,Sound of Freedom,"$184,178,046"
709,1997,Hercules,"$99,112,101"
710,1998,Enemy of the State,"$111,549,836"
711,2003,Brother Bear,"$85,336,277"
712,2019,Terminator: Dark Fate,"$62,253,077"
713,1996,Space Jam,"$90,463,534"
714,2015,The Peanuts Movie,"$130,178,411"
715,2014,Paddington,"$76,223,578"
716,2015,Alvin and the Chipmunks: The Road Chip,"$85,886,987"
717,2006,Eragon,"$75,030,163"
718,2017,Xi You Fu Yao Pian,"$880,346"
719,1999,The Blair Witch Project,"$140,539,099"
720,2002,The Ring,"$129,094,024"
721,2000,Unbreakable,"$94,999,143"
722,2008,Marley & Me,"$143,153,751"
723,2008,Bienvenue chez les Ch'tis,"$1,477,650"
724,2013,Grown Ups 2,"$133,668,525"
725,2019,Glass,"$111,048,468"
726,2003,Love Actually,"$60,235,426"
727,1994,Dumb & Dumber,"$127,175,374"
728,2019,Dark Phoenix,"$65,845,974"
729,1995,Babe,"$63,658,910"
730,2002,Lilo & Stitch,"$145,771,527"
731,2002,8 Mile,"$116,724,075"
732,2011,Rango,"$123,477,607"
733,2012,Dark Shadows,"$79,727,149"
734,2016,Teenage Mutant Ninja Turtles: Out of …,"$82,051,601"
735,1998,Rush Hour,"$141,186,864"
736,2019,Lie huo ying xiong,"$290,217"
737,2003,Hulk,"$132,177,234"
738,1990,Back to the Future Part III,"$88,055,283"
739,2015,Pixels,"$78,765,986"
740,2020,Legend of Deification (姜子牙),"$214,670"
741,2014,Hercules,"$72,688,614"
742,2008,Journey to the Center of the Earth,"$101,704,370"
743,2014,RoboCop,"$58,607,007"
744,1994,Four Weddings and a Funeral,"$52,700,832"
745,2015,Daddy’s Home,"$150,357,137"
746,1997,Face/Off,"$112,276,146"
747,2017,Paddington 2,"$40,891,591"
748,2016,Assassin’s Creed,"$54,647,948"
749,2012,Resident Evil: Retribution,"$42,345,531"
750,2023,Wish,"$63,973,821"
751,2004,Howl’s Moving Castle (ハウルの動く城)…,"$7,095,145"
752,1990,Die Hard 2,"$117,323,878"
753,1988,Crocodile Dundee 2,"$109,306,210"
754,1989,Dead Poets Society,"$95,860,116"
755,2011,The Girl with the Dragon Tattoo,"$102,515,793"
756,1984,Grand Canyon: The Hidden Secrets,"$52,800,000"
757,2022,Bullet Train,"$103,368,602"
758,2016,Sully,"$125,070,033"
759,2017,Alien: Covenant,"$74,262,031"
760,1997,Batman & Robin,"$107,325,195"
761,2013,Disney Planes,"$90,282,580"
762,2018,Crazy Rich Asians,"$174,532,921"
763,2006,Click,"$137,355,633"
764,2008,The Day the Earth Stood Still,"$79,366,978"
765,2015,Gang jiong,"$1,302,281"
766,2009,Cloudy with a Chance of Meatballs,"$124,870,275"
767,2012,American Reunion,"$56,758,835"
768,1992,A Few Good Men,"$141,340,178"
769,2012,Silver Linings Playbook,"$132,092,958"
770,2003,2 Fast 2 Furious,"$127,120,058"
771,2022,Rénshēng dàshì (人生大事),
772,2001,Artificial Intelligence: AI,"$78,616,689"
773,2007,Mr. Bean’s Holiday,"$33,302,167"
774,1999,American Pie,"$101,800,948"
775,1996,Eraser,"$101,295,562"
776,2015,Spy!,"$110,825,712"
777,1998,The Mask of Zorro,"$93,828,745"
778,2000,Gone in 60 Seconds,"$101,643,008"
779,2003,American Wedding,"$104,354,205"
780,2010,Gulliver's Travels,"$42,779,261"
781,2004,Million Dollar Baby,"$100,492,203"
782,1996,The English Patient,"$78,716,374"
783,1992,Sister Act,"$139,605,150"
784,2019,Shao Nian De Ni,"$1,921,657"
785,2007,Juno,"$143,495,265"
786,2021,Encanto,"$96,093,622"
787,2019,Annabelle Comes Home,"$74,152,591"
788,2013,The Heat,"$159,581,587"
789,2007,Ghost Rider,"$115,802,596"
790,2016,Hidden Figures,"$169,607,287"
791,1998,La vita è bella,"$57,598,247"
792,2011,The Green Hornet,"$98,780,042"
793,2016,Ghostbusters,"$128,350,574"
794,1999,Big Daddy,"$163,479,795"
795,2003,Elf,"$181,096,587"
796,1993,Sleepless in Seattle,"$126,680,884"
797,2000,Chicken Run,"$106,793,915"
798,2014,The Imitation Game,"$91,125,143"
799,1989,Lethal Weapon 2,"$147,253,986"
800,2003,Charlie's Angels: Full Throttle,"$100,814,328"
801,2012,Argo,"$136,025,503"
802,2017,Fang Hua,"$1,891,956"
803,2017,Baby Driver,"$107,825,862"
804,2008,Taken,"$145,000,989"
805,2008,Get Smart,"$130,319,208"
806,2008,Yes Man,"$97,690,976"
807,1997,Good Will Hunting,"$138,433,435"
808,2021,Cruella,"$86,103,234"
809,1976,Rocky,"$117,235,147"
810,2010,The Social Network,"$96,962,694"
811,2009,It’s Complicated,"$112,735,375"
812,2019,Ford v. Ferrari,"$117,624,357"
813,1997,Con Air,"$101,117,573"
814,1994,Interview with the Vampire,"$105,264,608"
815,2010,Percy Jackson & the Olympians: The Li…,"$88,768,303"
816,1989,"Honey, I Shrunk the Kids","$130,724,172"
817,2008,Jumper,"$80,172,128"
818,2014,Non-Stop,"$91,742,160"
819,1989,The Little Mermaid,"$111,543,479"
820,2023,Xióng Chū Mò Bàn Wǒ Xióng Xīn (熊出没·伴我…,
821,2005,Constantine,"$75,976,178"
822,2008,Bedtime Stories,"$110,101,975"
823,1990,Presumed Innocent,"$86,303,188"
824,2015,Everest,"$43,482,270"
825,1999,Wild Wild West,"$113,805,681"
826,2004,Fahrenheit 9/11,"$119,114,517"
827,2017,Geostorm,"$33,700,160"
828,2013,Captain Phillips,"$107,136,417"
829,2020,Song Ni Yi Duo Xiao Hong Hua,
830,2014,Dracula Untold,"$55,991,880"
831,2023,Anyone But You,"$88,319,668"
832,2011,Green Lantern,"$116,601,172"
833,2016,Inferno,"$34,343,574"
834,2007,Knocked Up,"$148,761,765"
835,2022,Home Coming (万里归途),
836,2022,Lightyear,"$118,307,188"
837,2019,Little Women,"$108,095,955"
838,2005,Kingdom of Heaven,"$47,398,413"
839,2004,The Terminal,"$77,073,959"
840,1998,The Prince of Egypt,"$101,413,188"
841,2008,What Happens in Vegas...,"$80,277,646"
842,2010,The Sorcerer's Apprentice,"$63,150,991"
843,2023,Napoleon,"$61,524,375"
844,2004,Collateral,"$100,170,152"
845,2010,Valentine's Day,"$110,485,654"
846,2012,Jack Reacher,"$80,070,736"
847,2015,Ted 2,"$81,476,385"
848,2016,Central Intelligence,"$127,440,871"
849,2022,Smile,"$105,935,048"
850,1988,Twins,"$111,936,388"
851,2017,The Emoji Movie,"$86,089,513"
852,1992,Bram Stoker's Dracula,"$82,522,790"
853,1989,Ghostbusters II,"$112,494,738"
854,2011,Bad Teacher,"$100,292,856"
855,2000,The Patriot,"$113,330,342"
856,2017,Valerian and the City of a Thousand P…,"$40,479,370"
857,2008,Australia,"$49,554,002"
858,2011,Just Go With It,"$103,028,109"
859,2013,Hansel & Gretel: Witch Hunters,"$55,703,475"
860,2020,The Croods: A New Age,"$58,568,815"
861,2005,Flightplan,"$89,706,988"
862,2002,The Bourne Identity,"$121,468,960"
863,2018,Smallfoot,"$83,240,103"
864,2000,"Crouching Tiger, Hidden Dragon","$128,519,357"
865,2015,Xia Luo Te Fan Nao,"$1,289,195"
866,1987,Dirty Dancing,"$63,892,689"
867,2018,Creed II,"$115,715,889"
868,2000,Vertical Limit,"$68,473,360"
869,2011,Battle: Los Angeles,"$83,552,429"
870,2000,Miss Congeniality,"$106,807,667"
871,2011,The Help,"$169,705,587"
872,2004,Lemony Snicket's A Series of Unfortun…,"$118,627,117"
873,2003,Master and Commander: The Far Side of…,"$93,926,386"
874,1994,Pulp Fiction,"$107,928,762"
875,2009,District 9,"$115,646,235"
876,2011,Horrible Bosses,"$117,538,559"
877,2014,Into the Woods,"$128,002,372"
878,1995,Ace Ventura: When Nature Calls,"$108,360,063"
879,2009,Public Enemies,"$97,104,620"
880,1994,Disclosure,"$83,015,089"
881,1999,End of Days,"$66,889,043"
882,2012,Total Recall,"$58,877,969"
883,2010,Due Date,"$100,539,043"
884,1999,Entrapment,"$87,707,396"
885,2011,Immortals,"$83,504,017"
886,2021,Nou fo,"$385,305"
887,2023,Trolls Band Together,"$103,974,820"
888,2021,Wo He Wo De Fu Be,
889,2021,Jungle Cruise,"$116,987,516"
890,1979,Moonraker,"$70,300,000"
891,2014,Fury,"$85,817,906"
892,2014,The Expendables 3,"$39,322,544"
893,2018,Hou Lai De Wo Men,
894,1995,Braveheart,"$75,545,647"
895,1978,Jaws 2,"$102,922,376"
896,2004,The Aviator,"$102,608,827"
897,2000,Traffic,"$124,107,476"
898,2004,Garfield: The Movie,"$75,367,693"
899,2016,Me Before You,"$56,245,075"
900,2013,Xi you xiang mo pian,"$18,058"
901,2012,Safe House,"$126,181,630"
902,2023,Dungeons & Dragons: Honor Among Thieves,"$93,549,650"
903,2001,The Others,"$96,545,842"
904,1994,Clear and Present Danger,"$122,012,656"
905,2016,Bridget Jones’s Baby,"$24,139,805"
906,2003,S.W.A.T.,"$116,877,597"
907,1999,Sleepy Hollow,"$101,068,340"
908,2011,Paranormal Activity 3,"$104,028,807"
909,2015,Tomorrowland,"$93,436,322"
910,2010,Eat Pray Love,"$80,574,010"
911,2001,The Fast and the Furious,"$144,512,310"
912,2002,Red Dragon,"$92,955,420"
913,2024,Joker: Folie à Deux,"$58,300,287"
914,2006,The Break-Up,"$118,703,275"
915,2013,White House Down,"$73,103,784"
916,1991,JFK,"$70,405,498"
917,2012,Ren zai jiong tu zhi tai jiong,
918,2009,The Ugly Truth,"$88,915,214"
919,2008,Ponyo (崖の上のポニョ),"$15,090,399"
920,2006,The Holiday,"$63,280,000"
921,2010,Yogi Bear,"$100,246,011"
922,2022,Qi Ji Nian Dai (奇迹),
923,2008,Valkyrie,"$83,107,829"
924,2022,DC League of Super Pets,"$93,657,117"
925,2004,King Arthur,"$51,877,963"
926,2021,Ghostbusters: Afterlife,"$129,360,575"
927,2020,Chai Dan Zhuan Jia Er,
928,2017,A Dog’s Purpose,"$64,321,890"
929,2005,Fun with Dick & Jane,"$110,550,000"
930,2008,You Don't Mess With the Zohan,"$100,018,837"
931,2007,Hairspray,"$118,871,849"
932,2012,21 Jump Street,"$138,447,667"
933,2001,Vanilla Sky,"$100,614,858"
934,2016,Arrival,"$100,546,139"
935,2015,Straight Outta Compton,"$161,197,785"
936,1998,Patch Adams,"$135,014,968"
937,1990,Teenage Mutant Ninja Turtles,"$135,265,915"
938,1990,Kindergarten Cop,"$91,457,688"
939,2023,PAW Patrol: The Mighty Movie,"$65,343,309"
940,1983,Flashdance,"$90,463,574"
941,2022,One Piece Film: Red,"$12,768,073"
942,1993,Philadelphia,"$77,324,422"
943,2020,Birds of Prey (And the Fantabulous Em…,"$84,158,461"
944,2013,Percy Jackson: Sea of Monsters,"$68,559,554"
945,2024,Ghostbusters: Frozen Empire,"$113,376,590"
946,2001,Cats & Dogs,"$93,375,151"
947,2019,The Addams Family,"$97,864,733"
948,1990,The Hunt for Red October,"$120,709,866"
949,2021,The Conjuring: The Devil Made Me Do It,"$65,631,050"
950,1979,Rocky 2,"$85,182,160"
951,2023,The Marvels,"$84,500,223"
952,2016,The BFG,"$55,483,770"
953,2019,Wu Sha,
954,2002,Two Weeks Notice,"$93,354,918"
955,1998,City of Angels,"$78,750,909"
956,2018,Yi Chu Hao Xi,"$670,883"
957,2005,The Pacifier,"$113,006,880"
958,2018,Christopher Robin,"$99,215,042"
959,2001,Spy Kids,"$112,692,062"
960,2013,Jack the Giant Slayer,"$65,187,603"
961,2012,The Vow,"$125,014,030"
962,2005,Wallace & Gromit: The Curse of the We…,"$56,068,547"
963,1999,Princess Mononoke (もののけ姫),"$2,374,107"
964,2017,Smurfs: The Lost Village,"$45,020,282"
965,2015,The Intern,"$75,764,672"
966,2021,Chinese Doctors,
967,1994,Stargate,"$71,565,669"
968,2019,Weathering with You (天気の子),"$8,056,636"
969,2010,Red,"$90,380,162"
970,2004,50 First Dates,"$120,776,832"
971,2002,Panic Room,"$95,308,367"
972,2017,The Shape of Water,"$63,859,435"
973,2003,Anger Management,"$135,560,942"
974,1981,For Your Eyes Only,"$54,800,000"
975,2016,London Has Fallen,"$62,524,260"
976,2007,Beowulf,"$82,280,579"
977,2019,Downton Abbey,"$96,853,865"
978,2014,The Other Woman,"$83,911,193"
979,2009,Paranormal Activity,"$107,918,810"
980,2014,Need for Speed,"$43,568,507"
981,2016,The Monkey King 2 (西游记之孙悟空三打白骨精)…,"$709,982"
982,2011,Gnomeo and Juliet,"$99,967,670"
983,2002,The Sum of All Fears,"$118,471,320"
984,2014,The Equalizer,"$101,530,738"
985,2024,A Place Called Silence (默杀),
986,2019,Yip Man 4,"$3,956,031"
987,2022,The Lost City,"$105,344,029"
988,2006,Open Season,"$85,105,259"
989,2005,The Longest Yard,"$158,119,460"
990,1991,The Addams Family,"$113,502,246"
991,2000,Hollow Man,"$73,209,340"
992,1987,The Living Daylights,"$51,185,000"
993,2008,Tropic Thunder,"$110,515,313"
994,2023,The Equalizer 3,"$92,373,751"
995,1970,The Aristocats,"$59,000,000"
996,2019,Rocketman,"$96,368,160"
997,1994,The Santa Clause,"$145,539,357"
998,1981,Superman II,"$108,185,706"
999,2018,The Equalizer 2,"$102,084,362"
"1,000",2003,Cheaper by the Dozen,"$138,614,544"
"1,001",1998,The Waterboy,"$161,491,646"
"1,002",2019,The LEGO Movie 2: The Second Part,"$105,806,508"
"1,003",2023,Under the Light (坚如磐石),
"1,004",1995,Outbreak,"$67,823,573"
"1,005",2011,Mr. Poppers's Penguins,"$68,224,452"
"1,006",1998,The X Files: Fight the Future,"$83,898,313"
"1,007",2014,Xin Hua Lu Fang,"$774,961"
"1,008",1988,Rambo III,"$53,715,611"
"1,009",2019,Abominable,"$60,761,390"
"1,010",2011,Hop,"$108,085,305"
"1,011",1979,Alien,"$65,403,354"
"1,012",1993,The Pelican Brief,"$100,768,056"
"1,013",2013,The Secret Life of Walter Mitty,"$58,236,838"
"1,014",2005,Walk the Line,"$119,519,402"
"1,015",1983,Octopussy,"$67,900,000"
"1,016",1995,Heat,"$67,436,818"
"1,017",2009,The Final Destination,"$66,477,700"
"1,018",1993,In the Line of Fire,"$102,243,874"
"1,019",2004,The Grudge,"$110,359,362"
"1,020",1937,Snow White and the Seven Dwarfs,"$184,925,486"
"1,021",2009,Watchmen,"$107,509,799"
"1,022",1998,The Horse Whisperer,"$75,383,563"
"1,023",2009,Knowing,"$79,957,634"
"1,024",2023,Insidious: The Red Door,"$82,156,962"
"1,025",2001,Atlantis: The Lost Empire,"$84,052,762"
"1,026",2018,Wu Shuang,
"1,027",2009,Paul Blart: Mall Cop,"$146,336,178"
"1,028",2006,Inside Man,"$88,634,237"
"1,029",2017,Pitch Perfect 3,"$104,897,530"
"1,030",2007,I Now Pronounce You Chuck and Larry,"$119,725,280"
"1,031",2024,Red One,"$97,000,759"
"1,032",2019,The White Storm 2: Drug Lords,
"1,033",1977,The Spy Who Loved Me,"$46,800,000"
"1,034",2024,IF,"$111,149,917"
"1,035",2017,The Hitman’s Bodyguard,"$75,468,583"
"1,036",2002,Road to Perdition,"$104,054,514"
"1,037",2016,Storks,"$72,679,278"
"1,038",1986,Aliens,"$85,160,248"
"1,039",2002,Gangs of New York,"$77,730,500"
"1,040",1992,Wayne's World,"$121,697,323"
"1,041",1994,Maverick,"$101,631,272"
"1,042",2003,Daredevil,"$102,543,518"
"1,043",2016,Du cheng feng yun III,
"1,044",2002,Sweet Home Alabama,"$127,214,072"
"1,045",1991,Cape Fear,"$79,091,969"
"1,046",1995,While You Were Sleeping,"$81,057,016"
"1,047",2015,Jupiter Ascending,"$47,482,519"
"1,048",2022,M3GAN,"$95,159,005"
"1,049",1996,The Birdcage,"$124,060,553"
"1,050",2006,Poseidon,"$60,674,817"
"1,051",1996,The First Wives Club,"$105,489,203"
"1,052",2009,He's Just Not That Into You,"$93,953,653"
"1,053",2006,Déjà Vu,"$64,038,616"
"1,054",2004,Scooby-Doo 2: Monsters Unleashed,"$84,185,387"
"1,055",2024,The Fall Guy,"$92,900,355"
"1,056",2013,12 Years a Slave,"$56,671,993"
"1,057",2008,Eagle Eye,"$101,440,743"
"1,058",2016,Bad Moms,"$113,257,297"
"1,059",2023,Teenage Mutant Ninja Turtles: Mutant …,"$118,700,272"
"1,060",1999,The Haunting,"$91,188,905"
"1,061",2012,The Dictator,"$59,650,222"
"1,062",2011,Hugo,"$73,864,507"
"1,063",2017,The Post,"$81,903,458"
"1,064",2006,Flushed Away,"$64,665,672"
"1,065",2003,The League of Extraordinary Gentlemen,"$66,465,204"
"1,066",2001,Moulin Rouge,"$57,386,369"
"1,067",1995,Dangerous Minds,"$84,919,401"
"1,068",2006,Scary Movie 4,"$90,710,620"
"1,069",2003,How to Lose a Guy in 10 Days,"$105,807,520"
"1,070",2023,Johnny Keep Walking (年会不能停！),
"1,071",1997,Dante’s Peak,"$67,163,857"
"1,072",1992,Patriot Games,"$83,287,363"
"1,073",1997,Flubber,"$92,993,801"
