tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt0093966,the sicilian,1987,"Action,Crime,Drama",24908450.704225354,14964108.78169014,nm0001047,michael cimino,"Gladden Entertainment, 20th Century Fox",United States of America,English
tt0937375,this christmas,2007,"Comedy,Drama,Romance",19716353.111432705,74500415.09696092,nm0926211,preston a. whitmore ii,Screen Gems,United States of America,English
tt1228953,big fan,2009,"Comedy,Crime,Drama",366433.5664335664,343773.31468531466,nm1557909,robert siegel,Big Fan Productions,United States of America,English
tt0124102,strangeland,1998,"Horror,Thriller",2121717.7914110427,1217520.7509202454,nm0682239,john pieplow,"Shooting Gallery, Snider Than Thou Productions Inc.",United States of America,English
tt0102729,pure luck,1991,"Comedy,Crime,Mystery",39265374.44933921,52266042.97797357,nm0850958,nadia tass,"Universal Pictures, Sean Daniel Company, Silver Lion Films",United States of America,English
tt1148200,chain letter,2010,"Horror,Mystery",7207702.888583219,296729.59559834935,nm1938064,deon taylor,"Tiger Tail Entertainment, Deon Taylor Enterprises",United States of America,English
tt1462054,letters to god,2010,Drama,4324621.733149931,4106353.749656121,"nm1117098,nm3459865","david nixon,patrick doughtie",Mercy Creek Entretainment,United States of America,"English, Turkish"
tt1817676,girl in progress,2012,"Comedy,Drama",6846689.895470383,3573166.9547038325,nm0726638,patricia riggen,Pantelion Films,United States of America,"Spanish, English"
tt0110759,pcu,1994,Comedy,19093117.408906884,9193482.412955469,nm0000952,hart bochner,"Paul Schiff Productions, 20th Century Fox",United States of America,English
tt0086429,testament,1983,"Drama,Sci-Fi",4734939.759036145,4852120.048192771,nm0003313,lynne littman,"American Playhouse, Entertainment Events, Paramount",United States of America,English
tt0118863,clay pigeons,1998,"Comedy,Crime",15430674.846625766,3459092.4515337422,nm0229694,david dobkin,"Intermedia Films, Fade In Films, IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG, Scott Free Productions","Germany, United States of America",English
tt0437232,catch a fire,2006,"Biography,Drama,History",21833333.333333332,6705598.369047619,nm0637518,phillip noyce,"Working Title Films, Mirage Enterprises, StudioCanal","France, United Kingdom, United States of America, South Africa","English, Afrikaans, Zulu"
tt1876451,sparkle,2012,"Drama,Music",19170731.707317073,33408380.89547038,nm0015328,salim akil,"Akil Productions, Stage 6 Films, Phoenix Pictures, TriStar Pictures",United States of America,"French, English"
tt0083869,eating raoul,1982,"Comedy,Crime",1140310.8808290155,3632134.507772021,nm0000860,paul bartel,"20th Century Fox, Films Incorporated, Quartet, Bartel",United States of America,"Spanish, English"
tt0102011,he said she said,1991,"Comedy,Drama,Romance",34625550.660792954,22355875.98237885,"nm0477129,nm0798749","ken kwapis,marisa silver",Paramount,United States of America,English
tt0077696,hooper,1978,"Action,Comedy",28932515.33742331,247327369.9141104,nm0624102,hal needham,"Warner Bros. Pictures, Lawrence Gordon Productions",United States of America,English
tt0377992,the gospel of john,2003,"Biography,Drama,History",17086956.52173913,6951122.569565217,nm0767697,philip saville,"Gospel of John Ltd., Toronto Film Studios, Visual Bible International","Canada, United Kingdom",English
tt0106500,cb,1993,"Comedy,Music",13054671.280276816,38385215.66782007,nm0205542,tamra davis,Universal Pictures,United States of America,English
tt5078852,lansky,2021,"Biography,Crime,Drama",5800738.007380073,70803.80811808117,nm2944468,eytan rockaway,"Above the Clouds Media Group, CaliWood Pictures, 120dB Films, Carte Blanche, LB Entertainment, Lucky 13 Productions",United States of America,"English, Hebrew"
tt0083678,the border,1982,"Crime,Drama",71676683.93782383,19934859.43212435,nm0724798,tony richardson,"Universal Pictures, Efer Productions, RKO Pictures LLC",United States of America,"English, Spanish"
tt1274300,the tempest,2010,"Comedy,Drama,Fantasy",28830811.554332875,400666.1127922971,nm0853380,julie taymor,"Touchstone Pictures, Miramax",United States of America,English
tt0092615,the barbarians,1987,"Action,Adventure,Fantasy",11070422.535211269,2214084.5070422534,nm0219959,ruggero deodato,"Cannon Group, Golan-Globus Productions, Cannon Italia Srl","Italy, United States of America","English, Italian"
tt0086423,tender mercies,1983,"Drama,Music",14204819.277108435,26651789.0120482,nm0000915,bruce beresford,Antron Media Production,United States of America,English
tt0090568,million ways to die,1986,"Action,Crime,Drama",51635036.49635036,3743867.167883212,nm0000797,hal ashby,PSO,United States of America,"English, Spanish"
tt1268204,waste land,2010,Documentary,2162310.8665749654,270600.2310866575,"nm1013671,nm0356502,nm1065588","lucy walker,karen harley,joão jardim","O2 Filmes, Almega Projects, Oscilloscope","Brazil, United Kingdom","English, Portuguese"
tt0425253,minis first time,2006,"Comedy,Crime,Drama",9357142.857142856,76469.69047619047,nm0349205,nick guthe,"Bold Films, Trigger Street Productions",United States of America,English
tt0484111,the good night,2007,"Comedy,Drama,Fantasy",22749638.205499273,34034.97539797395,nm0658823,jake paltrow,"Destination Films, Tempesta Films, Inferno Distribution, MHF Zweite Academy Film, Grosvenor Park Media, Arcade Films","United Kingdom, United States of America","English, Italian"
tt1196340,inhale,2010,"Drama,Thriller",14415405.777166437,5931.9394773039885,nm0466349,baltasar kormákur,26 Films,United States of America,English
tt0114108,the pebble and the penguin,1995,"Adventure,Animation,Comedy",57763779.52755905,8127627.842519685,"nm0089940,nm0325776","don bluth,gary goldman","Metro-Goldwyn-Mayer, Sullivan Bluth Studios","Ireland, United States of America",English
tt0101701,delirious,1991,"Comedy,Fantasy",41550660.79295155,10978268.599118944,nm0542539,tom mankiewicz,Metro-Goldwyn-Mayer,United States of America,English
tt0093277,ironweed,1987,Drama,74725352.11267605,20461866.04225352,nm0002199,hector babenco,"TAFT Entertainment Pictures, HBO, Keith Barish Productions",United States of America,English
tt0090848,the clan of the cave bear,1986,"Adventure,Drama,Fantasy",43029197.08029197,5604501.284671533,nm0152469,michael chapman,"Jonesfilm, The Guber-Peters Company, The Jozak Company, Decade, Warner Bros. Pictures, PSO",United States of America,English
tt0312329,against the ropes,2004,"Biography,Drama,Romance",64910534.674430914,9789014.598200103,nm0001165,charles s. dutton,"Moviemakers Productions (MMP), Paramount, Cort/Madden Productions, ATR Films, MMP Erste Filmproduktions","Germany, United States of America",English
tt14537248,nefarious,2023,"Horror,Thriller",3095503.7742041354,5606665.173613391,"nm0465484,nm0813301","chuck konzelman,cary solomon","Believe Entertainment, Soli Deo Gloria Releasing",United States of America,English
tt0076271,kingdom of the spiders,1977,"Horror,Sci-Fi",2594059.4059405937,88198019.80198018,nm0004616,john 'bud' cardos,Arachnid Productions Ltd.,United States of America,English
tt0088007,the river,1984,Drama,54467757.45909528,26685182.644850813,nm0041932,mark rydell,Universal Pictures,United States of America,English
tt1152822,freakonomics,2010,Documentary,4324621.733149931,145984.8143053645,"nm1823216,nm0316795,nm1164861,nm1823227,nm0418659,nm1041597","heidi ewing,alex gibney,seth gordon,rachel grady,eugene jarecki,morgan spurlock","Chad Troutwine Films, Green Film Company, Human Worldwide, Loki Films",United States of America,English
tt11858890,the creator,2023,"Action,Adventure,Drama",82546767.31211028,42072724.24548737,nm2284484,gareth edwards,"New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams","Canada, United States of America","English, Japanese, Thai, Vietnamese"
tt0079826,the rose,1979,"Drama,Music,Romance",40057851.23966942,126452892.56198348,nm0041932,mark rydell,20th Century Fox,United States of America,English
tt0091653,nothing in common,1986,"Comedy,Drama,Romance",34423357.66423357,92725051.0948905,nm0005190,garry marshall,TriStar Pictures,United States of America,"English, Spanish"
tt0081259,the octagon,1980,"Action,Drama,Romance",15262135.922330096,72495145.63106796,nm0440171,eric karson,American Cinema Productions,United States of America,English
tt0325055,sylvia,2003,"Biography,Drama,Romance",11960869.56521739,2225135.243478261,nm0420422,christine jeffs,"Focus Features, BBC Film",United Kingdom,English
tt0117283,the pallbearer,1996,"Comedy,Romance",16030592.734225621,11334406.546845123,nm0716257,matt reeves,"The Chess Club, Miramax",United States of America,English
tt0095484,lady in white,1988,"Fantasy,Horror,Mystery",12490955.198647505,4531662.735418427,nm0482486,frank laloggia,New Sky Communications Inc.,United States of America,English
tt3640682,i smile back,2015,"Drama,Mystery,Romance",656658.2278481013,77920.78987341771,nm1270069,adam salky,"Koppelman-Levien, Egoli Tossell Film",United States of America,English
tt0094731,betrayed,1988,"Crime,Drama,Thriller",50495350.803043105,68610262.90448013,nm0002020,costa-gavras,"CST Telecommunications, United Artists, Winkler Films","Japan, United States of America",English
tt0092627,the bedroom window,1987,"Crime,Mystery,Thriller",22971126.76056338,34983600.73943662,nm0000436,curtis hanson,DEG,United States of America,English
tt0086955,best defense,1984,"Comedy,War",54467757.45909528,58296544.26179017,nm0404754,willard huyck,"Paramount, Cinema Group Ventures",United States of America,English
tt0162360,happy texas,1999,"Action,Comedy,Crime",3208163.265306122,3848271.097238896,nm0407842,mark illsley,"Marked Entertainment, Miramax",United States of America,English
tt0120112,shes so lovely,1997,"Drama,Romance",35259813.084112145,14263475.887850467,nm0001024,nick cassavetes,Miramax,"France, United States of America",English
tt0354766,never die alone,2004,"Action,Crime,Drama",4993118.051879301,9394676.442562202,nm0225416,ernest r. dickerson,"White Orchid Films, ContentFilm, Fearon Entertainment, Bloodline Films, Visionbox Pictures",United States of America,English
tt0093660,nuts,1987,"Drama,Thriller",69190140.84507042,79889781.71830986,nm0728688,martin ritt,"Barwood Films, Warner Bros. Pictures",United States of America,English
tt0094799,bright lights big city,1988,Drama,66441251.05663566,42836208.0202874,nm0108745,james bridges,"Star Partners, United Artists, Mirage Enterprises, CST Telecommunications","Japan, United States of America",English
tt1925479,officer down,2013,"Action,Crime,Drama",16192274.678111587,1974.1081545064376,nm2357819,brian a. miller,Jeff Most Productions,United States of America,English
tt0114272,restoration,1995,"Biography,Drama,History",39196850.393700786,8458267.716535432,nm0001355,michael hoffman,Miramax,United States of America,English
tt0462346,how to eat fried worms,2006,"Comedy,Family",40547619.047619045,20337012.345238097,nm0231190,bob dolman,"New Line Cinema, Walden Media",United States of America,English
tt0778661,daddys little girls,2007,"Drama,Romance",15166425.47033285,47572493.40665701,nm1347153,tyler perry,"Tyler Perry Studios, Lions Gate Films",United States of America,English
tt0242587,lie,2001,"Crime,Drama",1242687.747035573,2025518.8932806323,nm0191147,michael cuesta,"Alter Ego Entertainment, Belladonna Productions",United States of America,English
tt0120703,how stella got her groove back,1998,"Comedy,Drama,Romance",38576687.116564415,72664868.67239264,nm0838198,kevin rodney sullivan,20th Century Fox,United States of America,English
tt0297037,brown sugar,2002,"Comedy,Drama,Music",13981100.611450804,47820103.68426903,nm0266622,rick famuyiwa,"Fox Searchlight Pictures, Evergreen Productions, Heller Highwater Productions, Magic Johnson Entertainment, 20th Century Fox",United States of America,English
tt0262432,george washington,2000,Drama,76682.9268292683,441503.7770034844,nm0337773,david gordon green,"Youandwhatarmy Filmed Challenges, Blue Moon Productions, Down Home Entertainment",United States of America,English
tt0109417,china moon,1994,"Crime,Drama,Mystery",31821862.348178137,6446046.461538462,nm0007037,john bailey,Orion Pictures,United States of America,English
tt1719071,another happy day,2011,"Comedy,Drama",5591818.586038238,12749.346376167185,nm0506094,sam levinson,"Filmula, Mandalay Pictures, Voltage Pictures, Taggart Productions, Princess Pictures, Red Rover Films, Prop Blast Films, Cineric, New Mexico Media Partners","Australia, United States of America",English
tt0099587,flight of the intruder,1991,"Action,Drama,Thriller",80792951.54185022,33405438.59030837,nm0587518,john milius,Paramount,United States of America,English
tt0102655,the perfect weapon,1991,"Action,Crime,Drama",23083700.440528635,32458824.511013217,nm0228262,mark disalle,Paramount,United States of America,"English, Korean"
tt0083001,roar,1981,"Adventure,Comedy,Thriller",58798679.86798679,7298126.732673267,nm0551082,noel marshall,American Filmworks,United States of America,English
tt0120683,gloria,1999,"Crime,Drama,Thriller",56614645.85834333,7864704.677070828,nm0001486,sidney lumet,"Mandalay Entertainment, Columbia Pictures",United States of America,English
tt0107504,mans best friend,1993,"Comedy,Horror,Sci-Fi",13054671.280276816,28229934.66020761,nm0480843,john lafia,"Roven-Cavallo Entertainment, New Line Cinema",United States of America,"German, English"
tt0106455,boiling point,1993,"Action,Crime,Drama",19582006.920415226,21884672.520415224,nm0364805,james b. harris,"StudioCanal, Warner Bros. Pictures",United States of America,English
tt18079362,for brady,2023,"Comedy,Drama,Sport",28891368.559238598,40704352.67476206,nm5568803,kyle marvin,"199 Productions, Watch This Ready, Fifth Season, Tempesta Films, Paramount, CJ Entertainment","South Korea, United States of America",English
tt0072705,bite the bullet,1975,"Action,Adventure,Drama",23375464.684014868,64282527.881040886,nm0112218,richard brooks,"Persky-Bright Productions, Vista, Columbia Pictures",United States of America,"Spanish, English"
tt1462901,all is bright,2013,"Comedy,Drama",13493562.231759654,6147.666952789698,nm0607275,phil morrison,"GreenStreet Films, Touchy Feely Films, Sidney Kimmel Entertainment",United States of America,English
