release_date,title,production_budget,domestic_gross
"Mar 15, 2019",No Manches Frida 2,,"$9,270,920"
"Sep 2, 2016",No Manches Frida,,"$11,528,613"
"Nov 30, 2001",Les Boys III,,"$995,000"
"Oct 23, 1998",Les Boys II,,"$5,974,732"
"Dec 12, 1997",Les Boys,,"$4,602,341"
"Mar 24, 2009",Happily N’Ever After 2: Sno…,,
"Jan 5, 2007",Happily N'Ever After,"$47,000,000","$15,849,032"
"Feb 14, 2020",Shaun the Sheep Movie: Farm…,,
"Jun 14, 2016",Shaun The Sheep: The Farmer…,,
"Aug 5, 2015",Shaun the Sheep,"$25,000,000","$19,375,982"
"Oct 21, 2014",See No Evil 2,,
"May 19, 2006",See No Evil,"$8,000,000","$15,032,800"
"Feb 25, 2011",Arthur et la vengeance de M…,,"$347,136"
"Dec 31, 2010",Arthur and the War of Two W…,"$45,500,000","$347,136"
"Jan 12, 2007",Arthur et les Minimoys,"$80,000,000","$15,132,763"
"Oct 13, 1995",Blue in the Face,,"$1,275,000"
"Jun 9, 1995",Smoke,,"$8,353,284"
"Aug 1, 2017",Boyka: Undisputed,,
"Jun 1, 2010",Undisputed III: Redemption,,
"Jan 16, 2007",Undisputed II: Last Man Sta…,,
"Aug 23, 2002",Undisputed,"$20,000,000","$12,398,628"
"Jan 26, 2023",Left Behind: Rise of the An…,,"$3,649,422"
"Oct 3, 2014",Left Behind,"$16,000,000","$14,019,924"
"Aug 12, 2008",Belly 2: Millionaire Boyz Club,,
"Nov 4, 1998",Belly,"$3,000,000","$9,639,390"
"Feb 25, 2020",Norm of the North: Family V…,,
"Jun 11, 2019",Norm of the North: King Siz…,,
"Jan 11, 2019",Norm of the North: Keys to …,,
"Jan 15, 2016",Norm of the North,"$18,000,000","$17,062,499"
"Apr 14, 2015",The Man with the Iron Fists 2,,
"Nov 2, 2012",The Man with the Iron Fists,"$15,000,000","$15,634,090"
"Sep 13, 2023",After Everything,,
"Sep 7, 2022",After Ever Happy,,"$989,088"
"Sep 10, 2021",After We Fell,,"$2,170,750"
"Sep 11, 2020",After We Collided,,"$2,386,483"
"Apr 12, 2019",After,"$14,000,000","$12,138,565"
"Mar 5, 1993",Best of the Best 2,,"$6,044,652"
"Nov 10, 1989",Best of the Best,,"$1,700,000"
"Nov 30, 2012",The Collection,"$10,000,000","$6,810,754"
"Jul 31, 2009",The Collector,"$3,000,000","$7,712,114"
"Oct 9, 2015",The Exorcism of Molly Hartley,,
"Oct 31, 2008",The Haunting of Molly Hartley,"$5,000,000","$13,442,412"
"May 2, 2014",Tom yum goong 2,,"$2,463"
"Sep 8, 2006",Tom yum goong,"$5,700,000","$12,044,087"
"Feb 3, 2006",What the Bleep?: Down the R…,,"$135,706"
"Feb 6, 2004",What the #$'! Do We Know,"$4,000,000","$10,941,801"
"Oct 4, 2016",Phantasm: Ravager,,
"Apr 10, 2007",Phantasm III: Lord of the Dead,,
"Aug 1, 2000",Phantasm IV: Oblivion,,
"Jul 8, 1988",Phantasm II,"$3,000,000","$7,282,851"
"Jun 1, 1979",Phantasm,,
"Nov 23, 1994",Trois couleurs: Rouge,,"$4,043,000"
"Jan 26, 1994",Trois couleurs: Blanc,,"$1,464,000"
"Dec 5, 1993",Trois couleurs: Bleu,,"$1,324,974"
"Sep 11, 2015",12 Rounds 3: Lockdown,,
"Jun 4, 2013",12 Rounds 2: Reloaded,,
"Mar 27, 2009",12 Rounds,"$20,000,000","$12,234,694"
Unknown,Fortress 2,,
"Sep 3, 1993",Fortress,"$12,000,000","$6,730,578"
"Aug 18, 1989",Eddie and the Cruisers II,"$5,000,000","$540,000"
"Sep 23, 1983",Eddie and the Cruisers,"$5,000,000","$4,685,097"
"Sep 24, 2021",My Little Pony: A New Gener…,,
"Oct 13, 2015",My Little Pony Equestria Gi…,,
"Aug 6, 2013",My Little Pony: Equestria G…,,
"Jun 6, 1986",My Little Pony: The Movie,,"$5,958,456"
"Oct 5, 2010",Bratz Pampered Petz!,,
"Sep 2, 2008",Bratz Girlz Really Rock,,
"Feb 26, 2008",Bratz Kidz - Fairy Tales,,
"Aug 3, 2007",Bratz,,"$10,010,209"
"Jul 31, 2007",Bratz Kidz - Sleep-Over Adv…,,
"Feb 27, 2007",Bratz - Fashion Pixiez,,
"Sep 26, 2006",Bratz: Passion 4 Fashion Di…,,
"Apr 11, 2006",Bratz: Genie Magic,,
"Dec 20, 2013",Dhoom 3,"$24,000,000","$8,031,955"
"Nov 23, 2006",Dhoom 2,,"$2,643,586"
"Aug 27, 2004",Dhoom,,"$245,756"
"Nov 22, 2016",C.H.U.D. II — Bud the Chud,,
"Aug 31, 1984",C.H.U.D.,"$1,250,000","$4,700,000"
"May 26, 2017",Buena Vista Social Club—Adi…,,"$123,445"
"Jun 4, 1999",Buena Vista Social Club,,"$6,997,620"
"Oct 30, 2009",The Boondock Saints 2: All …,"$8,000,000","$10,273,187"
"Jan 21, 2000",The Boondock Saints,"$7,000,000","$30,471"
"Nov 16, 1987",Manon des sources,,"$2,051,777"
"Jun 26, 1987",Jean de Florette,,"$3,452,836"
"Feb 29, 2008",Cidade dos Homens,,"$307,076"
"Jan 17, 2003",Cidade de Deus,"$3,300,000","$7,563,397"
"Mar 12, 2022",BTS Permission to Dance on …,,"$6,840,000"
"Sep 24, 2020",Break the Silence: The Movie,,"$1,000,000"
"Aug 7, 2019",Bring the Soul: The Movie,,"$4,809,800"
"Dec 31, 2018",BTS World Tour: Love Yourse…,,
"Apr 18, 2014",Trailer Park Boys 3: Don’t …,,"$2,090,607"
"Sep 25, 2009",Trailer Park Boys: Countdow…,,"$3,012,677"
"Oct 6, 2006",Trailer Park Boys: The Movie,,"$3,833,507"
"Oct 12, 1990",Troll 2,,
"Jan 17, 1986",Troll,,"$4,542,346"
"Dec 5, 2024",Pushpa: The Rule — Part 2,,"$13,000,000"
"Dec 17, 2021",Pushpa: The Rise Part 1,,
"Sep 12, 2014",Atlas Shrugged: Who Is John…,"$5,000,000","$851,690"
"Oct 12, 2012",Atlas Shrugged: Part II,"$10,000,000","$3,336,053"
"Apr 15, 2011",Atlas Shrugged: Part 1,,"$4,752,353"
"Jan 22, 2023",The Wandering Earth 2 (流浪地球…,,"$5,023,132"
"Feb 5, 2019",The Wandering Earth (流浪地球)…,"$50,000,000","$5,875,487"
"Nov 6, 2015",The Condemned 2,,
"Apr 27, 2007",The Condemned,,"$7,371,706"
"Apr 28, 2006",Water,"$3,000,000","$5,529,144"
"Sep 10, 1999",Earth,,"$528,972"
"Aug 22, 1997",Fire,,"$501,533"
"Nov 22, 2006",The Work and the Glory III:…,,"$1,325,092"
"Oct 21, 2005",The Work and the Glory: Ame…,"$6,500,000","$2,025,032"
"Nov 24, 2004",The Work and the Glory,"$7,500,000","$3,347,647"
"Jun 28, 2019",The Other Side of Heaven 2:…,,"$1,807,116"
"Dec 14, 2001",The Other Side of Heaven,"$7,000,000","$4,720,371"
"Oct 9, 2015",Ladrones,,"$3,063,505"
"Aug 31, 2007",Ladron que roba a ladron,,"$4,011,254"
"Jun 8, 2007",Belle Toujours,,"$10,643"
"Apr 10, 1968",Belle de Jour,,"$4,056,534"
"Feb 8, 2019","Berlin, I Love You",,
"Oct 16, 2009","New York, I Love You",,"$1,588,087"
"May 4, 2007","Paris, je t'aime","$13,000,000","$4,857,374"
"Mar 28, 2014",Serbuan maut 2: Berandal,,"$2,625,803"
"Mar 23, 2012",Serbuan maut,"$1,100,000","$4,105,123"
"Apr 28, 2023",Ponniyin Selvan: Part II (ப…,,"$3,813,000"
"Sep 30, 2022",Ponniyin Selvan: Part One,,"$4,918,000"
"Dec 11, 2020",Zong Shi Ye Wen,,"$3,439"
"Dec 25, 2019",Yip Man 4,,"$3,956,031"
"Apr 12, 2019",Ye Wen hui chuan: Zhang Tia…,,"$209,454"
"Jan 22, 2016",Yip Man 3,"$36,000,000","$2,679,437"
"Sep 20, 2013",Yip Man: Jung gik yat jin,,"$37,884"
"Jan 28, 2011",Ip Man: Legend of the Grand…,,"$205,675"
"Jul 27, 2010",Ip Man,,
"Oct 12, 1990",Bloodfist II,,"$1,292,323"
"Sep 22, 1989",Bloodfist,,"$1,770,082"
"Dec 31, 2018",The Snowman and the Snowdog,,
"Oct 20, 2017",The Snowman,"$35,000,000","$6,670,765"
"May 22, 2020",The Trip to Greece,,"$8,340"
"Aug 11, 2017",The Trip to Spain,,"$1,157,604"
"Aug 15, 2014",The Trip to Italy,,"$2,873,758"
"Jun 10, 2011",The Trip,,"$2,030,962"
"Jan 14, 2011",Ong Bak 3,,"$14,890"
"Oct 23, 2009",Ong-Bak 2,"$15,000,000","$102,458"
"Feb 11, 2005",Ong-Bak,"$1,100,000","$4,563,167"
"Aug 10, 2012",2 Days in New York,,"$633,210"
"Aug 10, 2007",Deux jours à Paris,,"$4,433,994"
Unknown,Goal! 3,,
"Aug 29, 2008",Goal! 2: Living the Dream...,,"$225,067"
"May 12, 2006",Goal! The Dream Begins,"$33,000,000","$4,283,255"
"Mar 11, 2014",In the Name of the King III,"$3,500,000",
"Dec 27, 2011",In the Name of the King 2,,
"Jan 11, 2008",In the Name of the King: A …,"$60,000,000","$4,775,656"
"Jan 27, 1989","No Retreat, No Surrender 2",,"$108,154"
"May 2, 1986","No Retreat, No Surrender",,"$2,273,045"
"Apr 13, 2005",State Property 2,,"$1,691,706"
"Jan 18, 2002",State Property,,"$2,099,719"
"Oct 7, 2011",The Way,,"$4,998,213"
"Nov 1, 2013",Krrish 3,,"$2,123,333"
"Jun 23, 2006",Krrish,"$10,000,000","$1,430,721"
"Aug 8, 2003",Koi… Mil Gaya,,"$680,979"
"Apr 9, 2024","Food, Inc. 2",,"$26,502"
"Jun 12, 2009","Food, Inc.","$1,000,000","$4,417,674"
"Oct 25, 2019",Housefull 4,,"$2,109,160"
"Jun 3, 2016",Housefull 3,,"$1,326,999"
"Apr 6, 2012",Housefull 2,,"$1,586,745"
"Aug 31, 2016",Nitro Rush,,
"Jun 30, 2007",Nitro,,"$3,768,878"
"Dec 20, 2019",Dabangg 3,,"$535,000"
"Dec 21, 2012",Dabangg 2,,"$2,474,674"
"Sep 10, 2010",Dabangg,,"$1,288,549"
Unknown,Utomlennye solntsem 2,,
"Apr 21, 1995",Utomlyonnye solntsem,,"$2,302,338"
"Sep 1, 2017",Goon: Last of the Enforcers,,
"Feb 24, 2012",Goon,,"$4,164,911"
"Nov 9, 2007",After Dark HorrorFest 2007:…,,"$874,635"
"Nov 17, 2006",After Dark HorrorFest 2006:…,,"$2,310,680"
"Apr 22, 2022",The Biggest Little Farm: Th…,,
"May 10, 2019",The Biggest Little Farm,,"$4,367,816"
"Oct 31, 1997",Nueba Yol 3,,"$793,112"
"Feb 14, 1996",Nueba Yol,,"$1,229,715"
"Nov 15, 2024","Hello, Love, Again",,"$4,800,000"
"Dec 31, 2019","Hello, Love, Goodbye",,
"Feb 14, 2025",Ne Zha 2 (哪吒之魔童闹海)…,,"$7,300,000"
"Oct 1, 2020",Legend of Deification (姜子牙)…,,"$214,670"
"Aug 29, 2019",Ne Zha (哪吒之魔童降世),,"$3,695,533"
"Nov 1, 2024",Singham Again,,"$2,190,000"
"Aug 15, 2014",Singham Returns,,"$1,226,581"
"Jul 22, 2011",Singham,,"$350,864"
"May 22, 2015",Tanu Weds Manu Returns,,"$3,043,479"
"Feb 25, 2011",Tanu Weds Manu,,"$240,020"
"Jun 15, 2018",Race 3,,"$1,690,861"
"Jan 25, 2013",Race 2,,"$1,579,940"
"Aug 7, 2020",Ban-do,"$16,000,000","$1,224,525"
"Jul 22, 2016",Busanhaeng,,"$2,129,768"
"Aug 9, 2002",Pandora’s Box,"$800,000","$881,950"
"Feb 11, 2000",Trois,"$200,000","$1,161,843"
"Jul 5, 2011",Bloodrayne: The Third Reich,,
"Jan 6, 2006",BloodRayne,"$25,000,000","$2,405,420"
"Nov 1, 2024",Bhool Bhulaiyaa 3,,"$2,230,000"
"Dec 31, 2022",Bhool Bhulaiyaa 2,,
"Oct 12, 2007",Bhool Bhulaiyaa,,"$1,097,797"
"Sep 17, 2004",Ghost in the Shell 2: Innoc…,,"$1,334,074"
"Mar 29, 1996",Ghost in the Shell (攻殻機動隊)…,,"$816,748"
"Nov 18, 2022",Drishyam 2,,"$3,004,180"
"Jul 31, 2015",Drishyam,,
"Oct 9, 2020",Wo He Wo De Jia Xiang,,
"Oct 1, 2019",Wo he wo de zu guo,,"$2,323,409"
"Aug 16, 2024",Stree 2,,"$2,184,000"
"Dec 31, 2018",Stree,,
